평가년도,도서관구분,도서관명,행정구역,시군구,장서수(인쇄),사서수,대출자수,대출권수,도서예산(자료구입비)
2023,LIBTYPE000004,경복고등학교,서울,종로구,29811,1,726,827,16795000
2023,LIBTYPE000004,경신고등학교,서울,종로구,19150,1,1235,2044,15500000
2023,LIBTYPE000004,대신고등학교,서울,종로구,19915,1,695,1023,16000000
2023,LIBTYPE000004,동성고등학교,서울,종로구,26403,2,1832,2760,15000000
2023,LIBTYPE000004,중앙고등학교,서울,종로구,23715,1,1726,3055,11300000
2023,LIBTYPE000004,덕성여자고등학교,서울,종로구,10272,1,450,643,15000000
2023,LIBTYPE000004,배화여자고등학교,서울,종로구,26084,2,1173,1929,14330000
2023,LIBTYPE000004,상명대학교사범대학부속여자고등학교,서울,종로구,19547,1,757,1237,10000000
2023,LIBTYPE000004,서울과학고등학교,서울,종로구,22176,0,525,734,13500000
2023,LIBTYPE000004,서울예술고등학교,서울,종로구,16389,1,529,749,10000000
2023,LIBTYPE000004,서울국제고등학교,서울,종로구,33468,0,946,1348,33000000
2023,LIBTYPE000004,경기상업고등학교,서울,종로구,19115,0,231,306,11500000
2023,LIBTYPE000004,서일문화예술고등학교,서울,종로구,9403,0,79,113,10000000
2023,LIBTYPE000004,대동세무고등학교,서울,종로구,25824,1,1574,3024,20384000
2023,LIBTYPE000004,서울대학교사범대학부설초등학교,서울,종로구,32386,1,6356,14108,12000000
2023,LIBTYPE000004,서울교동초등학교,서울,종로구,14975,0,3958,6456,8800000
2023,LIBTYPE000004,서울독립문초등학교,서울,종로구,14100,0,5981,7809,11161000
2023,LIBTYPE000004,서울매동초등학교,서울,종로구,14286,0,2393,3447,11000000
2023,LIBTYPE000004,서울명신초등학교,서울,종로구,17062,0,8480,16588,10200000
2023,LIBTYPE000004,서울세검정초등학교,서울,종로구,16798,0,9937,14433,13000000
2023,LIBTYPE000004,서울재동초등학교,서울,종로구,12825,0,3431,4335,12160000
2023,LIBTYPE000004,서울창신초등학교,서울,종로구,17877,0,9955,14201,12000000
2023,LIBTYPE000004,서울청운초등학교,서울,종로구,20626,0,11877,17107,16000000
2023,LIBTYPE000004,서울혜화초등학교,서울,종로구,21444,0,9700,14375,10610000
2023,LIBTYPE000004,서울효제초등학교,서울,종로구,20640,1,1848,12650,10451000
2023,LIBTYPE000004,상명대학교사범대학부속초등학교,서울,종로구,19795,0,19915,35937,2500000
2023,LIBTYPE000004,운현초등학교,서울,종로구,13303,0,1950,3866,8250000
2023,LIBTYPE000004,서울대학교사범대학부설여자중학교,서울,종로구,15689,0,609,1697,8000000
2023,LIBTYPE000004,청운중학교,서울,종로구,24108,0,849,1159,15850000
2023,LIBTYPE000004,경신중학교,서울,종로구,4547,0,1399,1660,9000000
2023,LIBTYPE000004,대신중학교,서울,종로구,9748,0,777,1037,6000000
2023,LIBTYPE000004,동성중학교,서울,종로구,11264,0,457,547,9234000
2023,LIBTYPE000004,중앙중학교,서울,종로구,21438,0,597,1695,11000000
2023,LIBTYPE000004,덕성여자중학교,서울,종로구,7475,0,744,893,7000000
2023,LIBTYPE000004,배화여자중학교,서울,종로구,19478,0,984,1368,5000000
2023,LIBTYPE000004,상명대학교사범대학부속여자중학교,서울,종로구,12090,0,1782,2567,8900000
2023,LIBTYPE000004,성동고등학교,서울,중구,21176,1,391,597,16000000
2023,LIBTYPE000004,장충고등학교,서울,중구,16747,1,616,781,14500000
2023,LIBTYPE000004,환일고등학교,서울,중구,15209,0,432,675,13953000
2023,LIBTYPE000004,이화여자고등학교,서울,중구,44023,1,3481,6651,14500000
2023,LIBTYPE000004,이화여자외국어고등학교,서울,중구,15774,0,616,778,6000000
2023,LIBTYPE000004,성동공업고등학교,서울,중구,16375,0,201,271,8000000
2023,LIBTYPE000004,리라아트고등학교,서울,중구,9644,0,42,85,4000000
2023,LIBTYPE000004,한양공업고등학교,서울,중구,14075,1,902,1560,10000000
2023,LIBTYPE000004,성동글로벌경영고등학교,서울,중구,22419,0,216,321,8129000
2023,LIBTYPE000004,서울의료보건고등학교,서울,중구,9593,0,50,56,2000000
2023,LIBTYPE000004,대경생활과학고등학교,서울,중구,15380,1,592,1162,5000000
2023,LIBTYPE000004,서울광희초등학교,서울,중구,15505,0,9509,17708,10000000
2023,LIBTYPE000004,서울남산초등학교,서울,중구,8494,0,2522,3675,9000000
2023,LIBTYPE000004,서울덕수초등학교,서울,중구,23919,0,4241,7815,9000000
2023,LIBTYPE000004,서울봉래초등학교,서울,중구,23048,0,5040,9083,12000000
2023,LIBTYPE000004,서울장충초등학교,서울,중구,21727,0,3742,5635,11400000
2023,LIBTYPE000004,서울청구초등학교,서울,중구,30311,0,4874,6759,15000000
2023,LIBTYPE000004,서울충무초등학교,서울,중구,15254,0,3406,6014,8000000
2023,LIBTYPE000004,서울흥인초등학교,서울,중구,16300,0,3490,4776,10800000
2023,LIBTYPE000004,서울신당초등학교,서울,중구,18831,0,8325,14573,10000000
2023,LIBTYPE000004,동산초등학교,서울,중구,6646,0,5704,8210,10000000
2023,LIBTYPE000004,리라초등학교,서울,중구,19582,0,11150,18727,10600000
2023,LIBTYPE000004,숭의초등학교,서울,중구,17108,0,5964,9486,11200000
2023,LIBTYPE000004,덕수중학교,서울,중구,9997,0,806,1040,4000000
2023,LIBTYPE000004,금호여자중학교,서울,중구,17432,0,754,1353,15000000
2023,LIBTYPE000004,장원중학교,서울,중구,14872,0,1597,2167,7000000
2023,LIBTYPE000004,창덕여자중학교,서울,중구,13235,0,227,449,13000000
2023,LIBTYPE000004,대경중학교,서울,중구,6009,0,372,467,18000000
2023,LIBTYPE000004,장충중학교,서울,중구,12336,0,433,679,10000000
2023,LIBTYPE000004,한양중학교,서울,중구,10458,0,406,654,9600000
2023,LIBTYPE000004,환일중학교,서울,중구,8962,0,137,234,8657000
2023,LIBTYPE000004,용산고등학교,서울,용산구,19738,1,1534,2097,16582000
2023,LIBTYPE000004,중경고등학교,서울,용산구,12294,0,707,862,15795000
2023,LIBTYPE000004,배문고등학교,서울,용산구,16052,1,1476,1963,13500000
2023,LIBTYPE000004,오산고등학교,서울,용산구,6512,0,389,437,13000000
2023,LIBTYPE000004,보성여자고등학교,서울,용산구,20481,1,1323,3512,16500000
2023,LIBTYPE000004,성심여자고등학교,서울,용산구,32523,1,168,692,10900000
2023,LIBTYPE000004,신광여자고등학교,서울,용산구,28594,1,2016,3165,13100000
2023,LIBTYPE000004,용산철도고등학교,서울,용산구,18591,0,578,1315,8000000
2023,LIBTYPE000004,서울디지텍고등학교,서울,용산구,4379,0,1224,6120,4500000
2023,LIBTYPE000004,선린인터넷고등학교,서울,용산구,18679,0,305,424,7300000
2023,LIBTYPE000004,서울금양초등학교,서울,용산구,13410,0,5629,8441,14330000
2023,LIBTYPE000004,서울남정초등학교,서울,용산구,16925,0,5634,7642,10000000
2023,LIBTYPE000004,서울보광초등학교,서울,용산구,20662,0,3075,5249,11000000
2023,LIBTYPE000004,서울삼광초등학교,서울,용산구,17036,1,7153,11764,14234000
2023,LIBTYPE000004,서울서빙고초등학교,서울,용산구,18758,0,6303,7977,15500000
2023,LIBTYPE000004,서울신용산초등학교,서울,용산구,20658,1,10726,19225,14000000
2023,LIBTYPE000004,서울용산초등학교,서울,용산구,23116,0,7002,13086,10100000
2023,LIBTYPE000004,서울용암초등학교,서울,용산구,15981,0,2547,3829,10000000
2023,LIBTYPE000004,서울원효초등학교,서울,용산구,21081,0,11640,20974,11050000
2023,LIBTYPE000004,서울이태원초등학교,서울,용산구,19611,0,8375,17927,11000000
2023,LIBTYPE000004,서울청파초등학교,서울,용산구,20184,0,13774,19938,11324000
2023,LIBTYPE000004,서울한강초등학교,서울,용산구,24413,1,4231,7771,9400000
2023,LIBTYPE000004,서울한남초등학교,서울,용산구,15989,0,4571,8327,10496000
2023,LIBTYPE000004,서울후암초등학교,서울,용산구,15505,0,4939,9236,10395000
2023,LIBTYPE000004,신광초등학교,서울,용산구,48543,0,43364,97061,30000000
2023,LIBTYPE000004,선린중학교,서울,용산구,13301,0,1397,1766,8000000
2023,LIBTYPE000004,용강중학교,서울,용산구,22972,0,3268,4616,14200000
2023,LIBTYPE000004,용산중학교,서울,용산구,15547,0,1260,1529,10000000
2023,LIBTYPE000004,한강중학교,서울,용산구,19817,0,1353,2053,11440000
2023,LIBTYPE000004,배문중학교,서울,용산구,12750,0,856,1379,10040000
2023,LIBTYPE000004,오산중학교,서울,용산구,8901,0,804,956,10000000
2023,LIBTYPE000004,보성여자중학교,서울,용산구,10697,0,2012,3561,12700000
2023,LIBTYPE000004,신광여자중학교,서울,용산구,28594,0,2016,3165,10240000
2023,LIBTYPE000004,성심여자중학교,서울,용산구,9551,0,88,675,5000000
2023,LIBTYPE000004,무학여자고등학교,서울,성동구,19007,0,816,1933,14920000
2023,LIBTYPE000004,경일고등학교,서울,성동구,18257,1,888,1203,13500000
2023,LIBTYPE000004,성수고등학교,서울,성동구,16231,0,984,2265,13598000
2023,LIBTYPE000004,도선고등학교,서울,성동구,14061,1,1087,1540,18000000
2023,LIBTYPE000004,금호고등학교,서울,성동구,14771,0,899,1293,15300000
2023,LIBTYPE000004,한양대학교사범대학부속고등학교,서울,성동구,16302,1,687,1072,12000000
2023,LIBTYPE000004,서울방송고등학교,서울,성동구,13504,0,227,310,17052000
2023,LIBTYPE000004,성수공업고등학교,서울,성동구,18625,0,4,7,1381000
2023,LIBTYPE000004,덕수고등학교,서울,성동구,21473,0,19,109,11761000
2023,LIBTYPE000004,서울경동초등학교,서울,성동구,39510,1,21258,32141,14000000
2023,LIBTYPE000004,서울경수초등학교,서울,성동구,24555,0,5867,10960,13673000
2023,LIBTYPE000004,서울경일초등학교,서울,성동구,24578,0,5699,8569,20229000
2023,LIBTYPE000004,서울금북초등학교,서울,성동구,35659,1,47407,84159,17000000
2023,LIBTYPE000004,서울금옥초등학교,서울,성동구,18903,0,4518,7720,11500000
2023,LIBTYPE000004,서울금호초등학교,서울,성동구,20539,0,8691,14540,17000000
2023,LIBTYPE000004,서울동명초등학교,서울,성동구,23518,0,12891,19601,11374000
2023,LIBTYPE000004,서울무학초등학교,서울,성동구,31704,0,9020,14046,14000000
2023,LIBTYPE000004,서울사근초등학교,서울,성동구,16778,0,12571,21198,10000000
2023,LIBTYPE000004,서울성수초등학교,서울,성동구,21407,0,4934,10246,10800000
2023,LIBTYPE000004,서울옥수초등학교,서울,성동구,25267,0,9097,15195,13500000
2023,LIBTYPE000004,서울옥정초등학교,서울,성동구,29696,0,14989,21642,14480000
2023,LIBTYPE000004,서울용답초등학교,서울,성동구,16966,0,7374,10901,5000000
2023,LIBTYPE000004,서울행당초등학교,서울,성동구,17821,0,15873,23993,12000000
2023,LIBTYPE000004,서울응봉초등학교,서울,성동구,14990,0,10824,16927,12000000
2023,LIBTYPE000004,서울마장초등학교,서울,성동구,27833,0,5144,8888,13000000
2023,LIBTYPE000004,서울행현초등학교,서울,성동구,34881,0,11337,19289,14000000
2023,LIBTYPE000004,서울송원초등학교,서울,성동구,21280,0,7801,12802,13000000
2023,LIBTYPE000004,서울동호초등학교,서울,성동구,20622,0,9212,12562,11200000
2023,LIBTYPE000004,서울숭신초등학교,서울,성동구,18618,0,16119,22135,13000000
2023,LIBTYPE000004,한양초등학교,서울,성동구,36896,0,17380,49760,20000000
2023,LIBTYPE000004,경수중학교,서울,성동구,25383,0,633,884,7000000
2023,LIBTYPE000004,광희중학교,서울,성동구,26869,0,1153,1591,13080000
2023,LIBTYPE000004,동마중학교,서울,성동구,20308,0,963,1244,9000000
2023,LIBTYPE000004,성수중학교,서울,성동구,13361,0,700,1474,6383000
2023,LIBTYPE000004,옥정중학교,서울,성동구,15073,0,2206,3673,10350000
2023,LIBTYPE000004,무학중학교,서울,성동구,19861,0,1801,2313,3000000
2023,LIBTYPE000004,성원중학교,서울,성동구,17279,0,710,1032,9000000
2023,LIBTYPE000004,행당중학교,서울,성동구,16771,0,1566,2060,9960000
2023,LIBTYPE000004,경일중학교,서울,성동구,18384,0,918,1355,10000000
2023,LIBTYPE000004,마장중학교,서울,성동구,21116,0,525,1535,10400000
2023,LIBTYPE000004,한양대학교사범대학부속중학교,서울,성동구,10496,0,725,907,8000000
2023,LIBTYPE000004,광남고등학교,서울,광진구,20658,1,797,1308,20000000
2023,LIBTYPE000004,광양고등학교,서울,광진구,19634,1,555,1248,12000000
2023,LIBTYPE000004,자양고등학교,서울,광진구,23793,1,913,1308,11000000
2023,LIBTYPE000004,건국대학교사범대학부속고등학교,서울,광진구,24320,1,627,751,14600000
2023,LIBTYPE000004,대원고등학교,서울,광진구,12145,0,2080,2696,2000000
2023,LIBTYPE000004,대원여자고등학교,서울,광진구,16036,0,969,1236,22300000
2023,LIBTYPE000004,동국대학교사범대학부속여자고등학교,서울,광진구,31032,0,977,1321,10400000
2023,LIBTYPE000004,선화예술고등학교,서울,광진구,20309,0,326,444,8000000
2023,LIBTYPE000004,서울광남초등학교,서울,광진구,31094,0,12554,19305,15000000
2023,LIBTYPE000004,서울광장초등학교,서울,광진구,19740,0,7421,11568,10000000
2023,LIBTYPE000004,서울구남초등학교,서울,광진구,36018,1,24136,39732,15400000
2023,LIBTYPE000004,서울구의초등학교,서울,광진구,18657,0,10251,18567,12000000
2023,LIBTYPE000004,서울동의초등학교,서울,광진구,19367,0,14869,19562,12151000
2023,LIBTYPE000004,서울동자초등학교,서울,광진구,24493,0,18206,31165,19000000
2023,LIBTYPE000004,서울성자초등학교,서울,광진구,25034,0,19586,34368,9500000
2023,LIBTYPE000004,서울신양초등학교,서울,광진구,26751,0,8532,17968,11000000
2023,LIBTYPE000004,서울신자초등학교,서울,광진구,15972,0,9576,11983,13000000
2023,LIBTYPE000004,서울양남초등학교,서울,광진구,13846,0,4778,8656,9200000
2023,LIBTYPE000004,서울용곡초등학교,서울,광진구,19803,0,6358,9183,12000000
2023,LIBTYPE000004,서울용마초등학교,서울,광진구,30060,0,19782,21883,10000000
2023,LIBTYPE000004,서울자양초등학교,서울,광진구,19194,0,14768,24606,13000000
2023,LIBTYPE000004,서울장안초등학교,서울,광진구,33961,0,4585,6384,12000000
2023,LIBTYPE000004,서울중광초등학교,서울,광진구,20877,0,11377,16990,9200000
2023,LIBTYPE000004,서울중마초등학교,서울,광진구,20800,0,5994,7536,12900000
2023,LIBTYPE000004,서울광진초등학교,서울,광진구,31087,0,9288,12121,12400000
2023,LIBTYPE000004,서울양진초등학교,서울,광진구,30779,0,24098,34843,20000000
2023,LIBTYPE000004,경복초등학교,서울,광진구,22126,0,8124,14159,13200000
2023,LIBTYPE000004,성동초등학교,서울,광진구,23557,0,10099,20010,23400000
2023,LIBTYPE000004,세종초등학교,서울,광진구,23946,0,6932,12815,13966000
2023,LIBTYPE000004,광남중학교,서울,광진구,20791,0,13306,13476,10000000
2023,LIBTYPE000004,광양중학교,서울,광진구,19934,0,2004,2721,6000000
2023,LIBTYPE000004,광장중학교,서울,광진구,19875,0,2312,3068,11937000
2023,LIBTYPE000004,광진중학교,서울,광진구,25932,0,1180,1689,8000000
2023,LIBTYPE000004,구의중학교,서울,광진구,17463,0,698,1015,5000000
2023,LIBTYPE000004,신양중학교,서울,광진구,23122,0,677,798,2000000
2023,LIBTYPE000004,용곡중학교,서울,광진구,20747,0,2175,2557,12700000
2023,LIBTYPE000004,자양중학교,서울,광진구,19135,0,380,547,11955000
2023,LIBTYPE000004,양진중학교,서울,광진구,23598,0,5399,7206,10000000
2023,LIBTYPE000004,건국대학교사범대학부속중학교,서울,광진구,17136,0,1558,2032,5000000
2023,LIBTYPE000004,동국대학교사범대학부속여자중학교,서울,광진구,18571,0,2153,2779,11217000
2023,LIBTYPE000004,대원국제중학교,서울,광진구,12145,0,2080,2696,5000000
2023,LIBTYPE000004,청량고등학교,서울,동대문구,21606,1,1508,1999,16000000
2023,LIBTYPE000004,휘봉고등학교,서울,동대문구,13022,1,816,1178,14080000
2023,LIBTYPE000004,경희고등학교,서울,동대문구,18226,1,1161,1772,15000000
2023,LIBTYPE000004,대광고등학교,서울,동대문구,33370,1,1696,2244,19779000
2023,LIBTYPE000004,동국대학교사범대학부속고등학교,서울,동대문구,16384,1,2223,2772,27200000
2023,LIBTYPE000004,경희여자고등학교,서울,동대문구,17231,0,365,540,7000000
2023,LIBTYPE000004,휘경여자고등학교,서울,동대문구,22145,1,472,1442,20319000
2023,LIBTYPE000004,해성여자고등학교,서울,동대문구,20068,1,1690,2525,22371000
2023,LIBTYPE000004,휘경공업고등학교,서울,동대문구,24107,0,217,382,15000000
2023,LIBTYPE000004,서울정화고등학교,서울,동대문구,9787,0,223,377,13534000
2023,LIBTYPE000004,해성국제컨벤션고등학교,서울,동대문구,13783,1,1631,1676,19000000
2023,LIBTYPE000004,서울군자초등학교,서울,동대문구,15155,0,7642,13494,12940000
2023,LIBTYPE000004,서울답십리초등학교,서울,동대문구,23252,0,4067,6289,25620000
2023,LIBTYPE000004,서울동답초등학교,서울,동대문구,24035,0,18746,30734,10000000
2023,LIBTYPE000004,서울배봉초등학교,서울,동대문구,30963,0,15913,23416,10800000
2023,LIBTYPE000004,서울신답초등학교,서울,동대문구,19139,0,8292,10653,16508000
2023,LIBTYPE000004,서울안평초등학교,서울,동대문구,19824,0,10882,13058,5000000
2023,LIBTYPE000004,서울용두초등학교,서울,동대문구,20905,0,15341,23810,5300000
2023,LIBTYPE000004,서울이문초등학교,서울,동대문구,34648,0,26323,30120,26336000
2023,LIBTYPE000004,서울장평초등학교,서울,동대문구,28970,0,15547,22836,21039000
2023,LIBTYPE000004,서울전곡초등학교,서울,동대문구,26422,0,5485,8220,8876000
2023,LIBTYPE000004,서울전농초등학교,서울,동대문구,34824,0,11245,15236,13000000
2023,LIBTYPE000004,서울전동초등학교,서울,동대문구,19759,0,15676,22969,12000000
2023,LIBTYPE000004,서울종암초등학교,서울,동대문구,25890,1,4945,10666,11384000
2023,LIBTYPE000004,서울청량초등학교,서울,동대문구,31839,0,21161,27616,27788000
2023,LIBTYPE000004,서울홍릉초등학교,서울,동대문구,21519,0,4096,5392,7000000
2023,LIBTYPE000004,서울홍파초등학교,서울,동대문구,25201,0,4768,10176,5000000
2023,LIBTYPE000004,서울휘경초등학교,서울,동대문구,23884,0,6825,13995,8000000
2023,LIBTYPE000004,서울휘봉초등학교,서울,동대문구,22399,0,18088,24432,14000000
2023,LIBTYPE000004,경희초등학교,서울,동대문구,26011,0,9108,15130,17452000
2023,LIBTYPE000004,서울삼육초등학교,서울,동대문구,39259,0,5570,12874,16600000
2023,LIBTYPE000004,은석초등학교,서울,동대문구,35486,0,8958,15330,10000000
2023,LIBTYPE000004,성일중학교,서울,동대문구,20144,0,2309,3201,9658000
2023,LIBTYPE000004,장평중학교,서울,동대문구,28649,0,2194,2659,2700000
2023,LIBTYPE000004,전농중학교,서울,동대문구,17727,0,3025,3367,5000000
2023,LIBTYPE000004,전동중학교,서울,동대문구,14885,0,1193,1550,14710000
2023,LIBTYPE000004,청량중학교,서울,동대문구,20839,0,1919,3310,5000000
2023,LIBTYPE000004,휘경중학교,서울,동대문구,15399,0,2179,3585,10400000
2023,LIBTYPE000004,동대문중학교,서울,동대문구,15702,0,1969,2679,11851000
2023,LIBTYPE000004,숭인중학교,서울,동대문구,17039,0,1279,1562,9068000
2023,LIBTYPE000004,전일중학교,서울,동대문구,14257,0,1055,1383,10432000
2023,LIBTYPE000004,경희중학교,서울,동대문구,20220,0,1635,2151,4500000
2023,LIBTYPE000004,대광중학교,서울,동대문구,16981,0,1920,2871,6200000
2023,LIBTYPE000004,동국대학교사범대학부속중학교,서울,동대문구,17593,0,1406,1642,11391000
2023,LIBTYPE000004,경희여자중학교,서울,동대문구,23653,0,2010,3222,10020000
2023,LIBTYPE000004,정화여자중학교,서울,동대문구,14555,0,748,897,9000000
2023,LIBTYPE000004,휘경여자중학교,서울,동대문구,20109,0,2564,3961,11000000
2023,LIBTYPE000004,면목고등학교,서울,중랑구,20238,2,1121,1359,16078000
2023,LIBTYPE000004,중화고등학교,서울,중랑구,11802,1,901,1578,17409000
2023,LIBTYPE000004,태릉고등학교,서울,중랑구,12305,1,1912,2342,22600000
2023,LIBTYPE000004,신현고등학교,서울,중랑구,19240,1,767,990,10000000
2023,LIBTYPE000004,원묵고등학교,서울,중랑구,23896,1,1392,1995,16628000
2023,LIBTYPE000004,송곡고등학교,서울,중랑구,13233,1,663,802,14250000
2023,LIBTYPE000004,송곡여자고등학교,서울,중랑구,29807,1,3747,7216,18000000
2023,LIBTYPE000004,혜원여자고등학교,서울,중랑구,34462,1,2195,3232,17500000
2023,LIBTYPE000004,송곡관광고등학교,서울,중랑구,14366,1,800,1283,12400000
2023,LIBTYPE000004,이화여자대학교병설미디어고등학교,서울,중랑구,16031,1,848,1200,9000000
2023,LIBTYPE000004,서울동원초등학교,서울,중랑구,23876,0,435,1849,6000000
2023,LIBTYPE000004,서울망우초등학교,서울,중랑구,26248,0,6755,9020,10000000
2023,LIBTYPE000004,서울면남초등학교,서울,중랑구,21630,0,9029,13305,9000000
2023,LIBTYPE000004,서울면동초등학교,서울,중랑구,25259,0,16854,23163,14712000
2023,LIBTYPE000004,서울면목초등학교,서울,중랑구,27290,0,15533,19960,12527000
2023,LIBTYPE000004,서울면북초등학교,서울,중랑구,20934,0,1656,2090,9000000
2023,LIBTYPE000004,서울면일초등학교,서울,중랑구,31985,0,9950,13889,14000000
2023,LIBTYPE000004,서울면중초등학교,서울,중랑구,17921,0,7041,9131,10800000
2023,LIBTYPE000004,서울묵동초등학교,서울,중랑구,19327,0,5322,6714,11369000
2023,LIBTYPE000004,서울봉화초등학교,서울,중랑구,21464,0,17280,39643,11617000
2023,LIBTYPE000004,서울상봉초등학교,서울,중랑구,28628,0,13921,19289,12500000
2023,LIBTYPE000004,서울신내초등학교,서울,중랑구,20189,1,10069,15292,15000000
2023,LIBTYPE000004,서울신묵초등학교,서울,중랑구,15513,0,6652,11891,10000000
2023,LIBTYPE000004,서울신현초등학교,서울,중랑구,24814,1,12575,20495,16000000
2023,LIBTYPE000004,서울원묵초등학교,서울,중랑구,29457,0,12402,25722,13596000
2023,LIBTYPE000004,서울중곡초등학교,서울,중랑구,24233,0,10235,16140,19350000
2023,LIBTYPE000004,서울중랑초등학교,서울,중랑구,18057,0,9347,11038,13490000
2023,LIBTYPE000004,서울중목초등학교,서울,중랑구,17128,0,11734,15463,12000000
2023,LIBTYPE000004,서울중화초등학교,서울,중랑구,36110,0,20595,27809,18800000
2023,LIBTYPE000004,서울중흥초등학교,서울,중랑구,21174,0,3483,4207,10000000
2023,LIBTYPE000004,서울묵현초등학교,서울,중랑구,28267,0,4809,6388,10400000
2023,LIBTYPE000004,서울새솔초등학교,서울,중랑구,17759,0,11093,16146,17486000
2023,LIBTYPE000004,금성초등학교,서울,중랑구,4360,0,600,2200,40000000
2023,LIBTYPE000004,서울양원숲초등학교,서울,중랑구,2194,0,2877,3121,13000000
2023,LIBTYPE000004,동원중학교,서울,중랑구,19389,0,1527,2135,9900000
2023,LIBTYPE000004,면목중학교,서울,중랑구,18076,0,1449,2420,11000000
2023,LIBTYPE000004,봉화중학교,서울,중랑구,18324,0,418,481,5000000
2023,LIBTYPE000004,신현중학교,서울,중랑구,16639,0,1588,2127,10000000
2023,LIBTYPE000004,원묵중학교,서울,중랑구,27110,0,2253,3344,10600000
2023,LIBTYPE000004,장안중학교,서울,중랑구,21210,0,676,748,12100000
2023,LIBTYPE000004,중랑중학교,서울,중랑구,17643,0,2147,2568,11000000
2023,LIBTYPE000004,중화중학교,서울,중랑구,25330,0,1164,1924,11645000
2023,LIBTYPE000004,태릉중학교,서울,중랑구,16522,0,323,496,10000000
2023,LIBTYPE000004,용마중학교,서울,중랑구,17431,0,5493,6603,8285000
2023,LIBTYPE000004,상봉중학교,서울,중랑구,13524,0,1025,1293,8800000
2023,LIBTYPE000004,송곡여자중학교,서울,중랑구,15605,0,561,705,10000000
2023,LIBTYPE000004,영란여자중학교,서울,중랑구,16903,0,2098,2344,10123000
2023,LIBTYPE000004,혜원여자중학교,서울,중랑구,13694,0,3474,4483,5000000
2023,LIBTYPE000004,서울대학교사범대학부설고등학교,서울,성북구,18331,1,2423,3327,20000000
2023,LIBTYPE000004,경동고등학교,서울,성북구,16869,1,1011,1416,15219000
2023,LIBTYPE000004,석관고등학교,서울,성북구,10654,1,623,1002,11550000
2023,LIBTYPE000004,고려대학교사범대학부속고등학교,서울,성북구,17823,1,2175,2672,17600000
2023,LIBTYPE000004,용문고등학교,서울,성북구,13994,1,1050,4044,19500000
2023,LIBTYPE000004,홍익대학교사범대학부속고등학교,서울,성북구,21518,1,289,2132,14051000
2023,LIBTYPE000004,계성고등학교,서울,성북구,20462,1,2389,3705,9600000
2023,LIBTYPE000004,성신여자고등학교,서울,성북구,13220,0,110,146,8000000
2023,LIBTYPE000004,한성여자고등학교,서울,성북구,18024,1,1222,1805,8000000
2023,LIBTYPE000004,대일외국어고등학교,서울,성북구,22422,0,664,750,6000000
2023,LIBTYPE000004,서울도시과학기술고등학교,서울,성북구,10866,0,209,281,26000000
2023,LIBTYPE000004,서울동구고등학교,서울,성북구,13294,1,682,943,14605000
2023,LIBTYPE000004,고명외식고등학교,서울,성북구,6566,0,71,116,14352000
2023,LIBTYPE000004,서울길음초등학교,서울,성북구,27728,0,17092,32591,18000000
2023,LIBTYPE000004,서울돈암초등학교,서울,성북구,32310,0,28526,38049,14795000
2023,LIBTYPE000004,서울동신초등학교,서울,성북구,23318,0,11617,22208,11700000
2023,LIBTYPE000004,서울미아초등학교,서울,성북구,27862,1,18409,27526,13650000
2023,LIBTYPE000004,서울삼선초등학교,서울,성북구,27599,0,20725,31180,12200000
2023,LIBTYPE000004,서울석관초등학교,서울,성북구,31170,0,6061,8106,12895000
2023,LIBTYPE000004,서울성북초등학교,서울,성북구,19011,0,3207,5552,10400000
2023,LIBTYPE000004,서울숭곡초등학교,서울,성북구,28312,2,9993,13105,18100000
2023,LIBTYPE000004,서울숭덕초등학교,서울,성북구,25092,0,23846,32764,14500000
2023,LIBTYPE000004,서울숭례초등학교,서울,성북구,17067,0,12175,17227,12612000
2023,LIBTYPE000004,서울숭인초등학교,서울,성북구,27095,0,11916,20360,13600000
2023,LIBTYPE000004,서울안암초등학교,서울,성북구,19902,0,3360,5806,10000000
2023,LIBTYPE000004,서울월곡초등학교,서울,성북구,19950,0,6360,10411,11748000
2023,LIBTYPE000004,서울장곡초등학교,서울,성북구,21905,0,24932,38870,11970000
2023,LIBTYPE000004,서울장위초등학교,서울,성북구,25979,0,4447,8059,14000000
2023,LIBTYPE000004,서울정덕초등학교,서울,성북구,21712,0,17280,28251,13542000
2023,LIBTYPE000004,서울정릉초등학교,서울,성북구,21510,0,5379,45252,12000000
2023,LIBTYPE000004,서울정수초등학교,서울,성북구,19893,0,4815,9316,9040000
2023,LIBTYPE000004,서울청덕초등학교,서울,성북구,21512,0,5712,8246,14000000
2023,LIBTYPE000004,서울일신초등학교,서울,성북구,25592,0,15034,21806,11759000
2023,LIBTYPE000004,서울개운초등학교,서울,성북구,19322,0,12687,18956,12003000
2023,LIBTYPE000004,서울석계초등학교,서울,성북구,25261,0,6228,8265,12000000
2023,LIBTYPE000004,서울길원초등학교,서울,성북구,24619,0,23010,33114,14345000
2023,LIBTYPE000004,서울장월초등학교,서울,성북구,25794,0,9600,16176,11000000
2023,LIBTYPE000004,광운초등학교,서울,성북구,21692,0,15765,27777,2756000
2023,LIBTYPE000004,대광초등학교,서울,성북구,17583,0,6885,13604,5000000
2023,LIBTYPE000004,매원초등학교,서울,성북구,35833,0,6163,11486,47000000
2023,LIBTYPE000004,성신초등학교,서울,성북구,18166,0,9929,14848,12027000
